Epoch,aveT,aveC,eATE,ePEHE,rjf,lcff,ly
0,0.054379288107156754,-0.0013402831973508,1.0557196,1.0557196,0.6952291131019592,0.6301201581954956,0.40206847
10,0.11187203973531723,-0.00065709458431229,1.1125292,1.1125304,6.941790997982025,6.382209122180939,0.40176648
20,0.17379452288150787,0.008225678466260433,1.1655688,1.1655807,6.924671053886414,6.507018029689789,0.3989973
30,0.22511443495750427,0.10036316514015198,1.1247513,1.1247946,6.909867525100708,6.561730325222015,0.3812624
40,0.22302359342575073,0.18370908498764038,1.0393145,1.0394201,6.894393742084503,6.5202524065971375,0.3798371
50,0.19555392861366272,0.16498787701129913,1.030566,1.0306237,6.880492568016052,6.420139968395233,0.3788867
60,0.21141883730888367,0.13258609175682068,1.0788327,1.0789102,6.870523154735565,6.456185877323151,0.37886667
70,0.20569656789302826,0.15247006714344025,1.0532265,1.0534406,6.868224143981934,6.772418856620789,0.3784198
80,0.215467631816864,0.13325940072536469,1.0822083,1.082522,6.88362854719162,6.905324101448059,0.3785031
90,0.22349119186401367,0.14126037061214447,1.0822307,1.0826917,6.908247411251068,7.057420909404755,0.37830395
100,0.2088049352169037,0.135863795876503,1.0729412,1.0734098,6.928950667381287,7.166413366794586,0.37838808
110,0.20457839965820312,0.13279862701892853,1.0717797,1.0723084,6.941756248474121,7.20134562253952,0.37844676
120,0.21156145632266998,0.1367189884185791,1.0748425,1.0755792,6.94064599275589,7.171186745166779,0.37839258
130,0.20734518766403198,0.13377784192562103,1.0735674,1.0743918,6.935687303543091,7.151037573814392,0.37847772
140,0.20734518766403198,0.1318424940109253,1.0755026,1.0763968,6.933000922203064,7.069086194038391,0.3785165
150,0.21562997996807098,0.13338911533355713,1.0822408,1.0831414,6.927330553531647,7.06229442358017,0.3784775
160,0.2069486826658249,0.13504791259765625,1.0719007,1.0727198,6.9247236251831055,7.0308709144592285,0.37842607
170,0.19501915574073792,0.13395832479000092,1.0610608,1.0617768,6.916178643703461,6.976356208324432,0.37847364
180,0.19199444353580475,0.1327323168516159,1.0592622,1.0599785,6.910873711109161,6.9827932715415955,0.3785078
190,0.20372621715068817,0.13309641182422638,1.0706298,1.0714228,6.905384957790375,6.956376791000366,0.3784944
200,0.1985035538673401,0.13070984184741974,1.0677937,1.0685565,6.8992369174957275,6.980585217475891,0.3785801
210,0.21015289425849915,0.13047628104686737,1.0796766,1.0804601,6.89556759595871,6.969066500663757,0.37861204
220,0.20141887664794922,0.1335332840681076,1.0678856,1.0685765,6.8903098702430725,6.985764801502228,0.37854788
230,0.20775696635246277,0.1322481483221054,1.0755088,1.076314,6.883684694766998,7.002323627471924,0.37860963
240,0.20899152755737305,0.1302068531513214,1.0787847,1.079557,6.88073205947876,7.014754354953766,0.37870848
250,0.19903485476970673,0.12810379266738892,1.0709311,1.0716124,6.876701712608337,7.024132132530212,0.37885788
260,0.21791954338550568,0.12366393953561783,1.0942556,1.0950564,6.871317923069,7.008008122444153,0.37909752
270,0.2223132699728012,0.12694494426250458,1.0953683,1.096265,6.864792346954346,7.033347845077515,0.37893298
280,0.22127491235733032,0.13149455189704895,1.0897803,1.0906588,6.8597559332847595,7.02000105381012,0.37876922
290,0.20616541802883148,0.1278166025876999,1.0783489,1.07907,6.853370904922485,7.055001080036163,0.37891367
300,0.1923736333847046,0.1174180656671524,1.0749556,1.0754659,6.8500354290008545,7.035620272159576,0.3796394
310,0.21416816115379333,0.1166633740067482,1.0975047,1.0981337,6.842346370220184,7.026479601860046,0.37956306
320,0.2072826772928238,0.12121546268463135,1.0860672,1.0866477,6.839160442352295,7.041788101196289,0.3792553
