Epoch,aveT,aveC,eATE,ePEHE,rjf,lcff,ly
0,0.15426190197467804,-0.0008770682034082711,1.155139,1.155139,0.6933202147483826,0.7195707559585571,0.41027308
10,0.15833601355552673,-0.00019805040210485458,1.158534,1.1585343,6.929637551307678,7.088951647281647,0.4100931
20,0.16253624856472015,0.04465429112315178,1.117882,1.117883,6.925290286540985,6.936645925045013,0.40146664
30,0.15719562768936157,0.1302536427974701,1.026942,1.0269465,6.9220558404922485,6.862883508205414,0.39590293
40,0.15901271998882294,0.14358197152614594,1.0154308,1.0154485,6.9168975949287415,6.8092634081840515,0.39624786
50,0.14882676303386688,0.11103435605764389,1.0377924,1.0378523,6.912481904029846,6.744189381599426,0.3956836
60,0.13700908422470093,0.12169229984283447,1.0153168,1.0155498,6.907838225364685,6.718500852584839,0.39491472
70,0.13291512429714203,0.12079979479312897,1.0121154,1.0125716,6.911962151527405,6.832540392875671,0.39444247
80,0.1257813423871994,0.11086398363113403,1.0149174,1.0155432,6.915539979934692,6.954580903053284,0.39389628
90,0.13689693808555603,0.09685616195201874,1.0400407,1.0408263,6.92751282453537,7.048826277256012,0.39357623
100,0.10462785512208939,0.08589537441730499,1.0187324,1.0198843,6.935403823852539,7.071934759616852,0.39353096
110,0.10334215313196182,0.0925060510635376,1.0108361,1.0124916,6.9388192892074585,7.111335933208466,0.39282316
120,0.12814560532569885,0.09059091657400131,1.0375547,1.0395342,6.937502384185791,7.1206167340278625,0.3927009
130,0.10719191282987595,0.08517736941576004,1.0220145,1.0239363,6.932907521724701,7.095188498497009,0.39304644
140,0.09978210926055908,0.08082740753889084,1.0189548,1.021003,6.928225576877594,7.064962327480316,0.39333475
150,0.11654102057218552,0.08629323542118073,1.0302478,1.0322888,6.926760792732239,7.0248218178749084,0.39297196
160,0.1390877366065979,0.083746999502182,1.0553408,1.0573426,6.924777448177338,7.01642906665802,0.39322108
170,0.12844803929328918,0.08802442997694016,1.0404236,1.0421165,6.922048926353455,6.992146015167236,0.3930781
