Epoch,aveT,aveC,eATE,ePEHE,rjf,lcff,ly
0,-0.0014585958560928702,0.04711926355957985,0.95142215,0.95142215,0.6959185600280762,0.7643635869026184,0.5205449
10,-0.002205273834988475,-0.00014650908997282386,0.99794126,0.99794126,6.9481653571128845,7.526195287704468,0.50779825
20,-0.003001298988237977,-0.00046545412624254823,0.9974642,0.9974642,6.933197796344757,7.322769224643707,0.5077265
30,-0.0037744161672890186,-0.0006230947910808027,0.9968487,0.99684864,6.920997738838196,7.11021888256073,0.5076906
40,-0.004639536142349243,-0.0007619382231496274,0.9961224,0.9961224,6.908588111400604,6.863201558589935,0.50765836
50,-0.0057696872390806675,-0.0009564805077388883,0.9951868,0.99518687,6.894966125488281,6.570448875427246,0.5076125
60,-0.007511054631322622,-0.0013060347409918904,0.993795,0.99379504,6.878296136856079,6.316962778568268,0.5075293
70,-0.010639932006597519,-0.002040297258645296,0.99140036,0.99140066,6.855049252510071,6.3330458998680115,0.5073548
80,-0.01642666384577751,-0.0035365335643291473,0.9871099,0.98711145,6.817158341407776,6.624346077442169,0.5069969
90,-0.02706282213330269,-0.006657032761722803,0.97959423,0.97960377,6.79057240486145,6.6026440262794495,0.5062667
100,-0.0453883595764637,-0.01229808572679758,0.9669097,0.966967,6.766234397888184,6.742833256721497,0.50499374
110,-0.0685034915804863,-0.021545713767409325,0.9530422,0.953259,6.757780194282532,6.926807999610901,0.50306815
120,-0.07877884060144424,-0.03539976850152016,0.95662093,0.95704854,6.7514808177948,7.092670202255249,0.50058347
130,-0.07532911002635956,-0.054215993732213974,0.97888684,0.97946316,6.729060471057892,7.255305647850037,0.49802235
140,-0.06748533248901367,-0.07436679303646088,1.0068815,1.0075592,6.710125267505646,7.267744243144989,0.49634203
150,-0.05330837145447731,-0.07945913076400757,1.0261507,1.0267516,6.667091608047485,7.319589972496033,0.4961097
160,-0.04727465286850929,-0.0723484680056572,1.0250738,1.0255455,6.62325781583786,7.35539036989212,0.49650338
170,-0.05162261053919792,-0.07269655168056488,1.0210739,1.0215932,6.580612897872925,7.419302463531494,0.4964811
180,-0.0570012666285038,-0.0758368968963623,1.0188357,1.0194217,6.548166453838348,7.563043296337128,0.49630618
190,-0.05828166753053665,-0.07199151813983917,1.0137098,1.0142725,6.515231132507324,7.634899020195007,0.49653658
200,-0.05907060578465462,-0.07370422035455704,1.0146337,1.0152258,6.4814722537994385,7.759232461452484,0.4964086
210,-0.05596531555056572,-0.07260987162590027,1.0166446,1.0171922,6.4690728187561035,7.870493173599243,0.4964869
220,-0.057072680443525314,-0.07420571148395538,1.017133,1.0177137,6.456043243408203,7.993597686290741,0.49637258
230,-0.05932771787047386,-0.07486898452043533,1.0155412,1.0161589,6.4472180008888245,8.092117249965668,0.4963272
240,-0.05967419594526291,-0.07335809618234634,1.0136839,1.0142487,6.438324511051178,8.198670327663422,0.49642953
250,-0.05802340805530548,-0.07476293295621872,1.0167395,1.0173105,6.4218772649765015,8.32167762517929,0.49634486
260,-0.059690915048122406,-0.07492684572935104,1.0152359,1.015818,6.4183157086372375,8.416255116462708,0.49631566
270,-0.05985608324408531,-0.07286829501390457,1.0130122,1.0135767,6.412726283073425,8.42837804555893,0.49644405
280,-0.06075605750083923,-0.0764259621500969,1.01567,1.0162513,6.4350191950798035,8.49062192440033,0.496216
290,-0.057123638689517975,-0.07319819927215576,1.0160745,1.0165824,6.420676589012146,8.489528357982635,0.49640015
300,-0.06143917515873909,-0.0768502950668335,1.0154111,1.0159848,6.41404128074646,8.536126613616943,0.49618256
310,-0.06134495511651039,-0.07360482215881348,1.0122598,1.0127916,6.408395409584045,8.55337393283844,0.4963662
320,-0.05989159643650055,-0.07389409095048904,1.0140026,1.0145202,6.403372943401337,8.522124946117401,0.4963456
330,-0.062105126678943634,-0.07841015607118607,1.0163051,1.0168418,6.417107045650482,8.570925235748291,0.49609256
