Epoch,aveT,aveC,eATE,ePEHE,rjf,lcff,ly
0,0.014857464469969273,-0.0010613688500598073,1.0159189,1.015919,0.6985512971878052,0.5946370363235474,0.40185225
10,0.06281376630067825,-0.000476716086268425,1.0632905,1.0632905,6.972397089004517,6.0247655510902405,0.40157986
20,0.11365697532892227,0.012940971180796623,1.100716,1.1007191,6.951980888843536,6.145285665988922,0.3979051
30,0.16896343231201172,0.10434025526046753,1.0646231,1.0646355,6.935196876525879,6.207657754421234,0.38119972
40,0.22505517303943634,0.19286532700061798,1.0321898,1.0322855,6.922337830066681,6.218317210674286,0.38092676
50,0.2113436758518219,0.153745636343956,1.057598,1.0576366,6.909181177616119,6.232820212841034,0.37913826
60,0.19580863416194916,0.13379080593585968,1.0620178,1.0620501,6.897672057151794,6.433584272861481,0.37926257
70,0.20811936259269714,0.16142453253269196,1.0466949,1.0468376,6.888955175876617,6.700962960720062,0.3788179
80,0.2124931365251541,0.14556646347045898,1.0669267,1.0670711,6.894876301288605,6.806678056716919,0.3786223
90,0.20501703023910522,0.14231203496456146,1.062705,1.0629466,6.905273079872131,6.92173445224762,0.37849206
100,0.21142062544822693,0.14251309633255005,1.0689075,1.0693007,6.917014539241791,7.030150294303894,0.37838736
110,0.21071961522102356,0.14228810369968414,1.0684315,1.0689677,6.923126399517059,7.09675657749176,0.37833157
120,0.2055826634168625,0.14015239477157593,1.0654303,1.066063,6.923495173454285,7.094823718070984,0.37835634
130,0.20849977433681488,0.1346709132194519,1.0738288,1.0744255,6.921122193336487,7.066244423389435,0.37847957
140,0.206681028008461,0.13885502517223358,1.067826,1.0683922,6.916285753250122,7.022697150707245,0.37838948
150,0.20412969589233398,0.13112999498844147,1.0729997,1.0735419,6.912757933139801,6.974217772483826,0.37858507
160,0.21106234192848206,0.1382938176393509,1.0727686,1.0734075,6.903038382530212,6.914936542510986,0.37841564
170,0.20067790150642395,0.14226166903972626,1.0584162,1.0589712,6.896485447883606,6.890251278877258,0.37837082
180,0.20486518740653992,0.13749870657920837,1.0673665,1.0679078,6.885463356971741,6.891134142875671,0.37849432
190,0.20229879021644592,0.1384447067975998,1.0638541,1.0643511,6.874822437763214,6.854455411434174,0.3785166
200,0.20663213729858398,0.13749080896377563,1.0691414,1.069615,6.8670079708099365,6.907011866569519,0.3785536
210,0.21245186030864716,0.1382630318403244,1.0741888,1.0746455,6.85806530714035,6.921742618083954,0.37857905
220,0.2128320336341858,0.1408649981021881,1.071967,1.0724149,6.856913805007935,6.987383306026459,0.3786167
230,0.20582596957683563,0.13773474097251892,1.0680912,1.06855,6.853051722049713,7.00250905752182,0.3787268
240,0.20564188063144684,0.1367068737745285,1.068935,1.0693604,6.8491644859313965,7.015385746955872,0.37878335
250,0.2061898559331894,0.13948684930801392,1.066703,1.0671566,6.837003767490387,7.020869851112366,0.37877366
260,0.2096187323331833,0.13297931849956512,1.0766394,1.0770887,6.830004513263702,7.071109116077423,0.3789759
270,0.20419180393218994,0.13230228424072266,1.0718895,1.0723728,6.826308369636536,7.076448082923889,0.3789383
280,0.21096210181713104,0.13850611448287964,1.072456,1.072955,6.824341297149658,7.09600692987442,0.37881914
290,0.2040257304906845,0.1272672712802887,1.0767585,1.0771781,6.820313930511475,7.093440294265747,0.37922812
300,0.2024121880531311,0.12213769555091858,1.0802745,1.0807332,6.814624547958374,7.137010216712952,0.37942132
310,0.2098727971315384,0.13570429384708405,1.0741684,1.0747074,6.821970283985138,7.107644498348236,0.37888566
320,0.2234094738960266,0.1376822292804718,1.0857272,1.0864103,6.819485425949097,7.1190826296806335,0.37881613
330,0.21087335050106049,0.13422101736068726,1.0766523,1.077217,6.816805601119995,7.126373469829559,0.37889063
340,0.21238696575164795,0.13827909529209137,1.0741079,1.074778,6.813271343708038,7.127885818481445,0.3788098
350,0.19891928136348724,0.12741124629974365,1.071508,1.0720912,6.812335669994354,7.1583451628685,0.37911496
360,0.20834103226661682,0.1284850537776947,1.0798559,1.0804368,6.804223835468292,7.144851565361023,0.37910932
370,0.2060040831565857,0.13193298876285553,1.074071,1.0745728,6.802856922149658,7.149768590927124,0.37898895
380,0.223853200674057,0.13615286350250244,1.0877004,1.0883743,6.794853925704956,7.18957793712616,0.37887067
390,0.21112702786922455,0.13653483986854553,1.0745922,1.0752573,6.791922748088837,7.173522174358368,0.37885308
400,0.20642410218715668,0.13283027708530426,1.0735939,1.0742135,6.784797787666321,7.163788259029388,0.37894014
410,0.21117869019508362,0.13388925790786743,1.0772895,1.0779966,6.779331564903259,7.174210906028748,0.37890574
420,0.1941555142402649,0.13093580305576324,1.0632197,1.0638267,6.7728464007377625,7.172875881195068,0.37899098
430,0.1926308125257492,0.13175739347934723,1.0608734,1.061425,6.763121843338013,7.1991923451423645,0.37901843
440,0.20881439745426178,0.13438895344734192,1.0744255,1.0751263,6.755515694618225,7.221291482448578,0.3789288
450,0.19606493413448334,0.1363055408000946,1.0597594,1.0603161,6.754645824432373,7.1741785407066345,0.37887356
460,0.1997372806072235,0.13208144903182983,1.0676558,1.068215,6.748914062976837,7.215056836605072,0.37900198
470,0.20149950683116913,0.13576944172382355,1.0657301,1.0663568,6.73770934343338,7.190848171710968,0.37887555
480,0.19924528896808624,0.12948161363601685,1.0697637,1.0703692,6.739463806152344,7.19846898317337,0.37907928
490,0.20609475672245026,0.13370679318904877,1.0723879,1.0731385,6.730575501918793,7.206268906593323,0.3789162
500,0.20465029776096344,0.13440512120723724,1.0702451,1.0709447,6.722626626491547,7.172437846660614,0.3788947
510,0.2005675584077835,0.1358146220445633,1.0647529,1.0654762,6.724077343940735,7.245454728603363,0.3788714
520,0.19914761185646057,0.13202472031116486,1.0671229,1.0678378,6.709218978881836,7.201855659484863,0.37895864
530,0.20673133432865143,0.13982506096363068,1.0669062,1.0676335,6.707038879394531,7.200019717216492,0.3788081
540,0.20772144198417664,0.12876039743423462,1.078961,1.0797908,6.695490002632141,7.2434937953948975,0.37908167
550,0.20654796063899994,0.13229741156101227,1.0742506,1.0748999,6.691261112689972,7.218598365783691,0.37896836
560,0.1997348666191101,0.13155318796634674,1.0681816,1.0687327,6.6938436627388,7.217848122119904,0.37897518
570,0.19938723742961884,0.13087628781795502,1.068511,1.069153,6.691540479660034,7.240959882736206,0.37900385
580,0.1971661001443863,0.13077838718891144,1.0663878,1.0671225,6.6849387884140015,7.227222263813019,0.37900522
590,0.1919257640838623,0.13261134922504425,1.0593144,1.0598754,6.6791563630104065,7.219504356384277,0.37900084
600,0.20061442255973816,0.13012826442718506,1.0704862,1.0711743,6.698756158351898,7.223645746707916,0.37904274
610,0.21414050459861755,0.12962302565574646,1.0845175,1.0852433,6.707406759262085,7.290979623794556,0.37927413
620,0.2033514380455017,0.1237596720457077,1.0795918,1.08026,6.699475646018982,7.250023365020752,0.37952062
630,0.20887742936611176,0.1343076378107071,1.0745698,1.0751829,6.691818535327911,7.341141700744629,0.37897617
640,0.20450541377067566,0.13268455862998962,1.0718209,1.0724354,6.690591096878052,7.3208237290382385,0.37908304
650,0.2121753990650177,0.14274826645851135,1.0694271,1.0702524,6.688466727733612,7.36662483215332,0.37886146
660,0.20111720263957977,0.1343545913696289,1.0667626,1.0672328,6.693154573440552,7.353940069675446,0.37907472
670,0.21384620666503906,0.12898822128772736,1.084858,1.0854393,6.689197480678558,7.365086913108826,0.37926847
680,0.20278112590312958,0.13774949312210083,1.0650316,1.0656626,6.687220215797424,7.379621982574463,0.37891546
690,0.2098732739686966,0.13169299066066742,1.0781803,1.0788206,6.6778369545936584,7.423217415809631,0.37906617
700,0.2138889878988266,0.14085468649864197,1.0730343,1.0736182,6.6747448444366455,7.43336945772171,0.37892047
710,0.22271350026130676,0.14065693318843842,1.0820565,1.0826557,6.6797215938568115,7.40632700920105,0.37891945
720,0.19313663244247437,0.1420309692621231,1.0511056,1.0516331,6.6889355182647705,7.46547544002533,0.37880483
730,0.2095339000225067,0.14189834892749786,1.0676355,1.0684462,6.687138378620148,7.415668249130249,0.3787999
740,0.21675656735897064,0.14115001261234283,1.0756066,1.0762395,6.68363094329834,7.501192033290863,0.37883505
750,0.20219868421554565,0.1411007046699524,1.061098,1.0617688,6.685215890407562,7.470820307731628,0.37888086
760,0.21354340016841888,0.13779106736183167,1.0757524,1.0765628,6.678375661373138,7.460531294345856,0.37885737
770,0.20857089757919312,0.13280759751796722,1.0757633,1.0762753,6.682198882102966,7.506394028663635,0.3791631
780,0.2028653770685196,0.13959625363349915,1.0632691,1.0638548,6.67511522769928,7.5028592348098755,0.3789682
