Epoch,aveT,aveC,eATE,ePEHE,rjf,lcff,ly
0,0.0651392862200737,0.06115199625492096,1.0039873,1.0039886,0.6932093501091003,0.6982454657554626,0.555161
10,0.012463093735277653,0.0001218738907482475,1.0123411,1.0123414,6.926522850990295,6.9197694063186646,0.5301243
20,-0.00037051812978461385,-0.00040347271715290844,1.0000329,1.0000329,6.915492832660675,6.910673558712006,0.529916
30,-0.0006657198537141085,-0.0006095651770010591,0.9999438,0.9999438,6.898511111736298,6.8631598353385925,0.52984375
40,-0.0009605524246580899,-0.0008081549894995987,0.9998476,0.9998476,6.875167727470398,6.646750569343567,0.5297735
50,-0.0015361150726675987,-0.0012159798061475158,0.99967986,0.99967986,6.862673997879028,6.285215139389038,0.52962935
60,-0.0029742931947112083,-0.002296613762155175,0.99932224,0.9993225,6.8485060930252075,6.169879794120789,0.5292495
70,-0.006234768312424421,-0.0049326298758387566,0.9986979,0.9986989,6.81731641292572,6.672753572463989,0.5283345
80,-0.01320589054375887,-0.010552595369517803,0.9973467,0.99735427,6.81329345703125,6.795651137828827,0.5264396
90,-0.02680831030011177,-0.02211810275912285,0.99530977,0.99535644,6.817204475402832,6.97283548116684,0.52278954
100,-0.05225837230682373,-0.04394656792283058,0.9916882,0.9919385,6.83007425069809,7.097411572933197,0.5168059
110,-0.09388168156147003,-0.08121638000011444,0.9873347,0.98836654,6.828872323036194,7.195167005062103,0.5093093
120,-0.14643320441246033,-0.13261045515537262,0.98617727,0.9891899,6.815105199813843,7.236370861530304,0.5046295
130,-0.17630304396152496,-0.16141392290592194,0.9851109,0.98981065,6.78975522518158,7.221380889415741,0.5048732
140,-0.1644243597984314,-0.1470305174589157,0.9826062,0.98677284,6.755596280097961,7.228969752788544,0.5045543
150,-0.15097886323928833,-0.1315721720457077,0.9805933,0.98414576,6.7196946144104,7.266847848892212,0.50472474
160,-0.15249381959438324,-0.13016992807388306,0.9776761,0.98123,6.677011549472809,7.333888411521912,0.50472236
170,-0.1615542322397232,-0.13520562648773193,0.9736514,0.97759825,6.6323787569999695,7.436946272850037,0.5045225
180,-0.15986420214176178,-0.1326133757829666,0.9727491,0.9765679,6.5946285128593445,7.523563086986542,0.5045455
190,-0.15855439007282257,-0.12784501910209656,0.9692906,0.9728467,6.552799105644226,7.657887876033783,0.5046856
200,-0.1571938544511795,-0.1261230856180191,0.96892923,0.972468,6.525210857391357,7.7437427043914795,0.50471777
210,-0.15959115326404572,-0.1272798478603363,0.9676887,0.97124904,6.512139737606049,7.88763827085495,0.50464857
220,-0.15954671800136566,-0.1264171302318573,0.9668704,0.97030383,6.494429171085358,7.984966695308685,0.50466275
230,-0.15809796750545502,-0.12513458728790283,0.9670366,0.9705117,6.469784498214722,8.083649694919586,0.5046838
240,-0.16044750809669495,-0.12631887197494507,0.9658714,0.96929526,6.476738631725311,8.148563921451569,0.5046175
250,-0.15900234878063202,-0.12441599369049072,0.96541363,0.96880394,6.47020548582077,8.229772329330444,0.5046815
260,-0.15986338257789612,-0.1248919889330864,0.9650286,0.96834236,6.450275003910065,8.291057765483856,0.50462884
270,-0.16191089153289795,-0.12578696012496948,0.96387607,0.9674484,6.447296738624573,8.338466882705688,0.5045695
280,-0.16063490509986877,-0.12383439391851425,0.96319944,0.9665915,6.4650174379348755,8.349179804325104,0.5046536
290,-0.1640954315662384,-0.1255771666765213,0.96148175,0.96494406,6.462473750114441,8.326350629329681,0.50455534
300,-0.1630466729402542,-0.12590888142585754,0.9628622,0.96626335,6.465885519981384,8.383928537368774,0.50451106
310,-0.15901324152946472,-0.12522558867931366,0.96621233,0.9694651,6.465477168560028,8.453346312046051,0.5045199
320,-0.16236360371112823,-0.12647859752178192,0.96411496,0.9673969,6.4809757471084595,8.425214409828186,0.5044319
330,-0.1629643440246582,-0.12599638104438782,0.963032,0.96629345,6.46059250831604,8.403919339179993,0.50443524
340,-0.1653899997472763,-0.12562543153762817,0.9602354,0.9635742,6.47475403547287,8.472292244434357,0.5044283
350,-0.1654975414276123,-0.12604022026062012,0.9605427,0.96383744,6.4734832644462585,8.41038316488266,0.504387
360,-0.1658228039741516,-0.12581248581409454,0.9599896,0.9633705,6.472979366779327,8.44808977842331,0.50438595
370,-0.16743403673171997,-0.12646949291229248,0.95903546,0.9623138,6.466765582561493,8.397981524467468,0.5043247
380,-0.16433307528495789,-0.12873828411102295,0.9644052,0.9676134,6.489035546779633,8.419058620929718,0.5042123
390,-0.16930247843265533,-0.12608447670936584,0.956782,0.9600943,6.46958315372467,8.495544373989105,0.50431716
400,-0.1647370606660843,-0.12694083154201508,0.9622038,0.9654035,6.46857088804245,8.484084069728851,0.50425047
410,-0.1673198640346527,-0.12890896201133728,0.9615891,0.9647787,6.489474296569824,8.436220645904541,0.5041334
420,-0.17087043821811676,-0.1262483149766922,0.9553779,0.9586544,6.477788865566254,8.458920121192932,0.5042339
430,-0.1668461114168167,-0.12576395273208618,0.9589178,0.961957,6.471513867378235,8.417704582214355,0.50424635
440,-0.1671481728553772,-0.12883223593235016,0.96168405,0.964938,6.476098835468292,8.485968351364136,0.50405973
450,-0.16414697468280792,-0.1261131912469864,0.9619662,0.96488315,6.479400396347046,8.43681401014328,0.50418013
460,-0.17219562828540802,-0.12751522660255432,0.9553196,0.9584695,6.4867066740989685,8.40427565574646,0.5040757
470,-0.17193318903446198,-0.12818285822868347,0.95624965,0.9594107,6.478085398674011,8.453012645244598,0.5040167
480,-0.16657111048698425,-0.12537313997745514,0.958802,0.9616815,6.492778539657593,8.494652688503265,0.504145
490,-0.16873589158058167,-0.12399837374687195,0.9552625,0.9582794,6.47512012720108,8.451890468597412,0.5041924
500,-0.1660045087337494,-0.1301727145910263,0.96416813,0.9670915,6.472130000591278,8.416012287139893,0.5038405
510,-0.17265728116035461,-0.1304253786802292,0.9577681,0.96079063,6.485507369041443,8.474533021450043,0.50379854
520,-0.17881955206394196,-0.13002833724021912,0.9512087,0.95437557,6.498373866081238,8.39760535955429,0.50378364
530,-0.1700063794851303,-0.12919802963733673,0.9591917,0.9619857,6.494032382965088,8.461620151996613,0.5037985
540,-0.1733826845884323,-0.1333027482032776,0.95992005,0.9628686,6.494257569313049,8.366605281829834,0.5035761
550,-0.1757468283176422,-0.13167345523834229,0.9559266,0.9588984,6.474233448505402,8.433395743370056,0.5035999
560,-0.173598513007164,-0.13175325095653534,0.95815474,0.9610971,6.501821577548981,8.409431517124176,0.503576
570,-0.16784964501857758,-0.12924616038799286,0.9613965,0.96396375,6.4954593777656555,8.445115745067596,0.5036589
580,-0.17421187460422516,-0.12625408172607422,0.95204216,0.9547956,6.495616853237152,8.34302932024002,0.5037728
590,-0.16863875091075897,-0.12834778428077698,0.95970905,0.96229404,6.490579545497894,8.433673202991486,0.5036398
600,-0.1760421246290207,-0.12977445125579834,0.9537323,0.9564559,6.4972036480903625,8.325534284114838,0.50347906
610,-0.18032974004745483,-0.13366062939167023,0.9533309,0.95616716,6.480042576789856,8.372354388237,0.50326097
620,-0.17372360825538635,-0.13082316517829895,0.95709956,0.959678,6.4965789914131165,8.417606592178345,0.50336075
630,-0.17491455376148224,-0.12774887681007385,0.95283425,0.9553589,6.489268898963928,8.346730411052704,0.5034395
640,-0.17303647100925446,-0.12998566031455994,0.9569492,0.95937526,6.488197922706604,8.35762470960617,0.5033081
650,-0.1769590526819229,-0.12781593203544617,0.95085686,0.9533909,6.488886594772339,8.377405405044556,0.503429
660,-0.17624890804290771,-0.12944874167442322,0.95319974,0.95563567,6.497074782848358,8.377844631671906,0.5032656
670,-0.17907370626926422,-0.13421303033828735,0.9551393,0.95764875,6.493781864643097,8.390891253948212,0.5029747
680,-0.18067234754562378,-0.12901583313941956,0.9483435,0.95077527,6.49770975112915,8.321044564247131,0.5032089
690,-0.16566243767738342,-0.12735110521316528,0.96168864,0.96364206,6.493756413459778,8.364685654640198,0.50325096
700,-0.17744384706020355,-0.12548710405826569,0.9480432,0.95015913,6.53251188993454,8.355871498584747,0.50326765
710,-0.17791029810905457,-0.13704127073287964,0.959131,0.9614694,6.504526317119598,8.31174486875534,0.5027789
720,-0.1748850792646408,-0.12440323084592819,0.94951814,0.9515358,6.498097538948059,8.321530520915985,0.5032612
730,-0.1708216369152069,-0.12596820294857025,0.9551465,0.9572648,6.526339411735535,8.317474484443665,0.5034473
740,-0.17661119997501373,-0.1322469264268875,0.9556357,0.95775837,6.527236580848694,8.413359582424164,0.5028022
750,-0.18431714177131653,-0.13516193628311157,0.9508448,0.9530004,6.514533460140228,8.311415314674377,0.5025212
760,-0.17181316018104553,-0.12760785222053528,0.9557947,0.95761627,6.509073615074158,8.306608080863953,0.5030588
770,-0.17987261712551117,-0.1282050758600235,0.9483324,0.9502737,6.508621573448181,8.348261535167694,0.50292325
780,-0.18553033471107483,-0.14111702144145966,0.9555867,0.95772856,6.48973149061203,8.326499879360199,0.50235105
790,-0.17532522976398468,-0.12890858948230743,0.95358336,0.95535994,6.491978287696838,8.302336156368256,0.5028496
