Epoch,aveT,aveC,eATE,ePEHE,rjf,lcff,ly
0,-0.0007953292806632817,-0.0005797705962322652,0.99978447,0.99978447,0.692952036857605,0.6996151804924011,0.506079
10,-0.0013255819212645292,-0.0011363456724211574,0.99981076,0.9998108,6.923108816146851,6.934890151023865,0.50595486
20,-0.0019367440836504102,-0.001844903570599854,0.99990815,0.99990815,6.910810112953186,6.933607459068298,0.5057962
30,-0.0027563869953155518,-0.0028809949290007353,1.0001246,1.0001246,6.892879486083984,6.893867135047913,0.50556177
40,-0.004317374899983406,-0.004905435722321272,1.000588,1.0005883,6.8692463636398315,6.700973331928253,0.5051044
50,-0.007612567860633135,-0.009000975638628006,1.0013884,1.0013896,6.863891243934631,6.371096909046173,0.5041942
60,-0.014808034524321556,-0.017774906009435654,1.0029669,1.0029775,6.874512851238251,6.247340142726898,0.50235283
70,-0.0296643003821373,-0.03568655997514725,1.0060222,1.0060949,6.857074081897736,6.580143630504608,0.49915934
80,-0.05439555644989014,-0.06721357256174088,1.012818,1.0131778,6.845385909080505,6.985847651958466,0.49554098
90,-0.067624531686306,-0.09987305104732513,1.0322485,1.0330056,6.834909439086914,7.019707679748535,0.4946437
100,-0.05797063931822777,-0.09672440588474274,1.0387537,1.0394506,6.825936019420624,7.13416451215744,0.4946261
110,-0.04870770499110222,-0.08084797114133835,1.0321403,1.0326279,6.806644558906555,7.192707896232605,0.4948172
120,-0.049658697098493576,-0.07496440410614014,1.0253057,1.0257337,6.784627974033356,7.233218252658844,0.49500296
130,-0.05532258749008179,-0.0788426324725151,1.02352,1.0240209,6.748810529708862,7.272984683513641,0.49474335
140,-0.05900682508945465,-0.08276364207267761,1.0237569,1.0243115,6.720928609371185,7.319093227386475,0.49452677
150,-0.05701316520571709,-0.07831679284572601,1.0213037,1.0217779,6.687817633152008,7.380132853984833,0.49464506
160,-0.060219328850507736,-0.08320096135139465,1.0229815,1.0235136,6.657493531703949,7.444564044475555,0.49436158
170,-0.05736265704035759,-0.08035825937986374,1.0229956,1.0234534,6.623179733753204,7.549360156059265,0.49443674
180,-0.05917607992887497,-0.0839594379067421,1.0247834,1.025251,6.588505923748016,7.64710533618927,0.49423006
190,-0.06005393713712692,-0.08456283062696457,1.0245088,1.0249695,6.559364318847656,7.768661022186279,0.49417838
200,-0.059521861374378204,-0.08264749497175217,1.0231256,1.023557,6.528635680675507,7.890363097190857,0.4942219
210,-0.05634675920009613,-0.08205612003803253,1.0257094,1.0260804,6.500951588153839,8.01281327009201,0.49423683
220,-0.05774736776947975,-0.08064217120409012,1.0228947,1.0232477,6.494255363941193,8.13096934556961,0.4942927
230,-0.05878528580069542,-0.08037034422159195,1.0215851,1.0219276,6.474009394645691,8.224806487560272,0.49430153
240,-0.05999964103102684,-0.08222085237503052,1.0222212,1.0225561,6.467314839363098,8.247942209243774,0.49420014
250,-0.05682249739766121,-0.08292032778263092,1.0260979,1.0264002,6.469422101974487,8.340210497379303,0.49415377
260,-0.059762731194496155,-0.08673644065856934,1.0269737,1.02729,6.460008203983307,8.359407782554626,0.493974
270,-0.06401706486940384,-0.09208130836486816,1.0280643,1.0284535,6.470589637756348,8.346676051616669,0.49377227
280,-0.06040509417653084,-0.09065404534339905,1.030249,1.0305766,6.462352752685547,8.42699909210205,0.49381423
290,-0.06170886382460594,-0.08639094978570938,1.024682,1.0249735,6.469644069671631,8.372515380382538,0.49399015
300,-0.05648450925946236,-0.08853188902139664,1.0320473,1.0322948,6.463975787162781,8.398181080818176,0.49389648
310,-0.060772255063056946,-0.09100886434316635,1.0302366,1.0305248,6.465661406517029,8.399689614772797,0.4938025
320,-0.06324422359466553,-0.09065517038106918,1.027411,1.0277202,6.465936660766602,8.409274160861969,0.49381882
330,-0.06017233803868294,-0.09333554655313492,1.0331632,1.0334376,6.4518319964408875,8.421926438808441,0.4937233
340,-0.06191850081086159,-0.09112334996461868,1.0292048,1.0294498,6.473268508911133,8.347473800182343,0.49381757
