Data_id,aveT,aveC,eATE,ePEHE
0,0.9245869517326355,2.0031986236572266,0.07861185,0.0786609
1,0.8593307137489319,1.9402644634246826,0.08093375,0.08097949
2,0.9527961611747742,2.000779151916504,0.04798293,0.048053056
3,1.0033541917800903,2.0129098892211914,0.009555459,0.009931816
4,0.9306282997131348,2.0839037895202637,0.15327561,0.15332296
5,0.8753709197044373,1.9895775318145752,0.11420643,0.11423805
6,0.8615418672561646,2.040332555770874,0.17879057,0.1788267
7,0.9247580766677856,1.9545714855194092,0.02981329,0.029998597
8,1.0009726285934448,1.8377430438995361,0.16322958,0.16325869
9,0.8949928283691406,2.0480189323425293,0.15302616,0.15305682
10,0.9707409739494324,2.07071852684021,0.09997749,0.10001877
11,0.9265276193618774,2.0796914100646973,0.15316379,0.1531905
12,0.9898168444633484,2.014997959136963,0.025181115,0.025302688
13,0.8992391228675842,2.1255319118499756,0.22629273,0.2265302
14,0.9172866940498352,1.9728918075561523,0.055605054,0.055700563
15,0.8294480443000793,1.9308844804763794,0.10143632,0.10147756
16,0.9128320813179016,1.8714921474456787,0.041340053,0.04151316
17,0.9045053124427795,2.0091629028320312,0.10465753,0.10468222
18,0.83209228515625,1.966363549232483,0.13427114,0.1343055
19,0.9478673338890076,2.0480382442474365,0.10017085,0.100281544
20,0.9333775043487549,1.9797481298446655,0.046370625,0.04691314
21,0.9349563121795654,1.9771603345870972,0.042203903,0.04231878
22,0.9633946418762207,1.9959893226623535,0.03259456,0.03272372
23,0.9952110648155212,2.053921699523926,0.058710575,0.058809306
24,0.9289399981498718,2.0024683475494385,0.07352853,0.073576935
25,0.860047459602356,2.0212621688842773,0.16121471,0.16123937
26,0.8338838815689087,1.8999255895614624,0.06604171,0.06612167
27,0.935096025466919,1.9536858797073364,0.018590033,0.018752508
28,0.8464275598526001,1.8481391668319702,0.001711607,0.0074030994
29,0.8786477446556091,2.001490354537964,0.12284237,0.12289478
30,0.962479829788208,2.050480604171753,0.088000774,0.08805146
31,0.9679114818572998,1.9828741550445557,0.014962852,0.0151821915
32,0.8923650979995728,2.0099215507507324,0.11755663,0.11762425
33,0.9695253372192383,2.1022095680236816,0.13268411,0.13277568
34,0.8885359168052673,1.9935625791549683,0.1050266,0.10507827
35,0.833000898361206,2.0681376457214355,0.23513675,0.2352444
36,0.9693337678909302,1.9678205251693726,0.0015131235,0.0033124192
37,0.8607500195503235,1.8162853717803955,0.04446459,0.044563405
38,0.888970673084259,2.197605609893799,0.308635,0.30864632
39,0.9258354902267456,1.9945600032806396,0.06872463,0.06879064
40,0.9579223990440369,2.0624711513519287,0.10454869,0.10457759
41,0.9843136668205261,2.034356117248535,0.05004245,0.050114986
42,0.9307790398597717,1.9900171756744385,0.059238195,0.05930951
43,0.8894224762916565,2.007033109664917,0.117610574,0.11762807
44,0.853935718536377,1.8165699243545532,0.037365854,0.037424035
45,0.9238738417625427,2.0425713062286377,0.118697524,0.11873588
46,0.8666716814041138,1.8987559080123901,0.032084227,0.032159723
47,0.9064780473709106,2.0007591247558594,0.09428108,0.09430672
48,0.8478169441223145,1.9282313585281372,0.080414474,0.080510445
49,0.89359450340271,1.9435189962387085,0.049924374,0.050078556
50,1.0201679468154907,2.11804461479187,0.09787667,0.09794425
51,0.9000763893127441,1.986312747001648,0.08623636,0.08628549
52,0.9329689145088196,1.9482985734939575,0.015329719,0.015631909
53,0.8420654535293579,1.9183675050735474,0.07630205,0.07635508
54,0.9141398072242737,2.01811146736145,0.10397172,0.10399664
55,0.9815120697021484,2.0846924781799316,0.10318029,0.10321738
56,0.9086759686470032,1.9306238889694214,0.02194786,0.022053076
57,0.960951566696167,1.8614304065704346,0.09952116,0.09970475
58,0.9133236408233643,1.9824414253234863,0.06911802,0.06920129
59,0.948277473449707,1.9955600500106812,0.047282577,0.04752362
60,0.9113941192626953,1.959204077720642,0.047810018,0.04792545
61,0.8835672736167908,1.8955373764038086,0.011970162,0.012270897
62,0.9063160419464111,1.9442564249038696,0.037940383,0.038061243
63,0.8309873342514038,1.8420922756195068,0.011104941,0.011523596
64,0.9046178460121155,1.9893704652786255,0.08475244,0.0848287
65,0.8767760992050171,1.9445817470550537,0.06780553,0.06787833
66,0.8679730296134949,1.9752753973007202,0.10730231,0.107354194
67,0.8958559632301331,1.9978448152542114,0.10198879,0.102029614
68,0.8386548161506653,1.9994221925735474,0.16076732,0.16081457
69,0.9043033719062805,2.088750123977661,0.18444681,0.18446611
70,0.9485667943954468,2.0916244983673096,0.14305782,0.14307944
71,0.9448500275611877,2.012258291244507,0.06740844,0.067478724
72,0.905128002166748,1.955590844154358,0.0504629,0.050566703
73,0.9742440581321716,2.216576099395752,0.24233216,0.24236608
74,0.97464519739151,2.034511089324951,0.05986595,0.05993442
75,0.9049720764160156,1.7801192998886108,0.124853015,0.12489555
76,0.8418573141098022,1.836535096168518,0.00532192,0.006699719
77,0.9032716155052185,1.9672133922576904,0.063941896,0.06399804
78,0.9106756448745728,2.0066511631011963,0.0959754,0.096036784
79,0.8986336588859558,1.972782850265503,0.07414901,0.074209176
80,0.9702083468437195,2.0025620460510254,0.03235352,0.032449212
81,0.9647097587585449,2.1135571002960205,0.14884746,0.14890845
82,0.9632794260978699,1.9946296215057373,0.031350374,0.03149731
83,0.9981343150138855,2.0974342823028564,0.09929979,0.099386774
84,1.0014393329620361,2.1849091053009033,0.1834696,0.18351734
85,0.9683356285095215,2.160522222518921,0.19218671,0.1922181
86,0.9025744795799255,2.017631769180298,0.11505741,0.115123495
87,0.8588393330574036,1.802016258239746,0.056823134,0.05687414
88,0.9104093909263611,1.9635733366012573,0.053164124,0.05330472
89,0.9328954815864563,2.016333818435669,0.083438516,0.08354309
90,0.9185227155685425,2.107337713241577,0.18881512,0.18886158
91,0.9753106236457825,1.9302031993865967,0.045107305,0.045277223
92,0.9231017231941223,2.002122402191162,0.07902074,0.079053655
