Data_id,aveT,aveC,eATE,ePEHE
0,0.9337447881698608,2.0608222484588623,0.12707746,0.12712796
1,0.8552512526512146,2.0217652320861816,0.1665138,0.16653885
2,0.8698602318763733,1.9648314714431763,0.09497142,0.09598085
3,0.9503341913223267,1.882922887802124,0.067411244,0.06746591
4,0.8988926410675049,1.9650418758392334,0.06614941,0.066269666
5,0.9083090424537659,1.9428315162658691,0.034522653,0.034780163
6,0.932427704334259,1.950667142868042,0.01823926,0.018797547
7,0.9464991688728333,1.9595638513565063,0.013064623,0.013305207
8,0.9581511616706848,1.9802733659744263,0.022122145,0.022631925
9,0.8857773542404175,1.9444211721420288,0.058643997,0.058772042
10,0.845566987991333,1.9688587188720703,0.12329173,0.123344146
11,0.9227480292320251,1.9145909547805786,0.008156955,0.009053787
12,0.8873429894447327,1.9678924083709717,0.08054948,0.08064693
13,1.0085101127624512,2.1357927322387695,0.12728268,0.12778866
14,0.8605775833129883,1.9536911249160767,0.09311366,0.09335858
15,0.8601483106613159,1.8556368350982666,0.004511535,0.006274394
16,0.9261958003044128,1.8136272430419922,0.11256844,0.11261461
17,0.8641630411148071,1.812827229499817,0.05133581,0.051513854
18,0.959697961807251,2.2032742500305176,0.24357617,0.24361107
19,0.8170432448387146,1.9661433696746826,0.14910018,0.14915113
20,0.9416494965553284,1.9028983116149902,0.038751185,0.03895617
21,0.9671601057052612,1.8191924095153809,0.14796776,0.14803593
22,1.0007762908935547,2.0746524333953857,0.07387638,0.0739978
23,0.8977540731430054,1.9503140449523926,0.05255997,0.05273939
24,0.873927891254425,1.989192247390747,0.115264416,0.11531935
25,0.981505274772644,1.8918088674545288,0.08969641,0.089787714
26,0.8357518315315247,1.7387733459472656,0.096978486,0.09705232
27,0.8836626410484314,2.082942008972168,0.19927931,0.19932473
28,0.8356979489326477,1.8214704990386963,0.0142272115,0.014796361
29,0.8818187713623047,1.9993007183074951,0.11748183,0.11753467
30,0.9303199648857117,1.917954683303833,0.012365282,0.013139305
31,0.8748086094856262,1.731005311012268,0.14380324,0.1438474
32,0.9160975813865662,2.1404616832733154,0.22436404,0.22442223
33,0.9488267302513123,2.067965269088745,0.1191386,0.1192927
34,0.960105836391449,2.0605642795562744,0.10045862,0.1005226
35,0.9063350558280945,2.0439131259918213,0.13757813,0.1376252
36,0.9296116232872009,1.8975170850753784,0.032094777,0.032349274
37,0.9754341840744019,2.0556163787841797,0.080182076,0.0804514
38,0.8558291792869568,2.0148227214813232,0.1589936,0.15914935
39,0.9426072239875793,1.946382761001587,0.0037754774,0.005451018
40,0.8890156149864197,1.9674798250198364,0.07846427,0.07856794
41,0.9860530495643616,1.939585566520691,0.046467543,0.046723858
42,0.837008535861969,1.7994401454925537,0.03756821,0.037818376
43,0.9706783294677734,2.0833921432495117,0.112713695,0.112807125
44,0.8433998823165894,1.9978653192520142,0.15446544,0.15456508
45,0.9121629595756531,1.8829470872879028,0.029215872,0.029521512
46,0.9452905654907227,1.9592022895812988,0.013911724,0.014344552
47,0.8430055975914001,1.9012612104415894,0.058255613,0.058487557
48,0.9043644666671753,1.9780529737472534,0.07368851,0.07375224
49,0.9769437909126282,1.8778990507125854,0.0990448,0.099099204
50,0.8967880010604858,2.0381603240966797,0.14137232,0.14146082
51,0.8520730137825012,1.9561208486557007,0.104047894,0.104128554
52,0.9481586813926697,2.07112979888916,0.12297106,0.1232419
53,0.8912116885185242,1.929742693901062,0.038531065,0.038876828
54,0.9537849426269531,1.9654597043991089,0.011674762,0.012250607
55,0.9316501021385193,2.0479483604431152,0.11629832,0.11638812
56,0.8355993628501892,1.99591064453125,0.16031134,0.16035713
57,0.9122582077980042,2.025965690612793,0.113707304,0.113786675
58,0.9278861284255981,2.107088565826416,0.17920256,0.1792973
59,0.9057151675224304,1.8646191358566284,0.04109603,0.04131413
60,0.9372034668922424,1.993134617805481,0.05593109,0.056062173
61,0.8916115164756775,1.9509676694869995,0.059356034,0.059586372
62,0.944245457649231,2.023226737976074,0.07898152,0.07921487
63,0.8379940986633301,1.849399209022522,0.011405289,0.0119432155
64,0.9635286331176758,1.8963050842285156,0.06722379,0.067475125
65,0.9733787178993225,2.0300893783569336,0.05671084,0.05684265
66,0.8870742917060852,1.8513809442520142,0.035693526,0.03594244
67,0.9069385528564453,1.996870517730713,0.089931965,0.09002781
68,0.9490042328834534,2.1253504753112793,0.17634618,0.17640774
69,0.9195685386657715,1.945922613143921,0.026354194,0.026752677
70,0.8291268348693848,1.818764567375183,0.010362208,0.011125046
71,0.8493005633354187,1.8335661888122559,0.015734315,0.016284712
72,0.9145095944404602,1.7854740619659424,0.12903559,0.12913613
73,0.9292450547218323,1.965529441833496,0.036284328,0.03688067
74,0.8779977560043335,1.8757539987564087,0.0022436976,0.004495764
75,1.0096396207809448,2.0873327255249023,0.077693224,0.077813074
76,0.8993310928344727,1.9587618112564087,0.05943072,0.060145836
77,0.839836061000824,1.852453351020813,0.01261735,0.013208331
78,0.9477264285087585,2.1967976093292236,0.24907124,0.24916926
79,0.9097968339920044,1.9522610902786255,0.042464137,0.042669952
80,0.8875223994255066,1.9208463430404663,0.033324122,0.033453614
81,0.9378823041915894,1.8480567932128906,0.08982569,0.08999397
82,0.9455106854438782,1.9285469055175781,0.01696384,0.017960697
83,1.0042132139205933,2.120685577392578,0.11647248,0.116506904
84,0.8866456747055054,2.0648858547210693,0.1782403,0.17868716
85,0.9056575894355774,1.9537129402160645,0.04805529,0.048148055
86,0.8868851065635681,1.768233299255371,0.11865163,0.11869189
87,0.8135824203491211,1.8210891485214233,0.007506728,0.010538944
88,0.880257248878479,1.953228235244751,0.07297087,0.07312071
89,0.9054481387138367,1.9372161626815796,0.031767964,0.032054566
90,0.9381078481674194,1.9928462505340576,0.054738402,0.054862928
91,0.9557299613952637,1.8873480558395386,0.068381906,0.068450205
92,0.9532116055488586,1.9035866260528564,0.04962498,0.049872935
93,1.0168066024780273,2.0540356636047363,0.037228942,0.037376013
94,0.8769236207008362,1.9082766771316528,0.031353235,0.031844396
95,0.9335751533508301,2.0834593772888184,0.1498841,0.14996152
96,0.884407639503479,1.8285971879959106,0.05581045,0.055979818
97,0.8580604195594788,1.8140571117401123,0.04400325,0.044186193
98,0.9838392734527588,1.9370681047439575,0.04677117,0.047037747
99,0.8867785334587097,1.9410221576690674,0.054243803,0.05441561
